"","year","state_province","state","substate","territory_type","division","subdivision","agency","subagency","district","subdistrict","city","taluk","political_relations","area_sqmile","towns","villages","total_occupied_houses","occupied_houses_towns","occupied_houses_villages","occupied_houses_other","totalp","urbanp","ruralp","totalmale","urbanmale","ruralmale","totalfemale","urbanfemale","ruralfemale"
"132",1931,"bengal",NA,NA,"british territory","burdwan division",NA,NA,NA,"hooghly",NA,NA,NA,NA,1188,10,2180,267564,56292,211272,NA,1114255,203593,910662,592130,126464,465666,522125,77129,444996
"133",1931,"bengal",NA,NA,"british territory","burdwan division",NA,NA,NA,"howrah","total",NA,NA,NA,522,2,1111,240172,67020,173152,NA,1098867,255220,843647,599075,166064,433011,499792,89156,410636
"134",1931,"bengal",NA,NA,"british territory","burdwan division",NA,NA,NA,"howrah","howrah city",NA,NA,NA,10,1,NA,57968,57968,NA,NA,224873,224873,NA,145120,145120,NA,79753,79753,NA
"135",1931,"bengal",NA,NA,"british territory","presidency division",NA,NA,NA,"total","total",NA,NA,NA,17853,50,13238,1998014,408128,1589886,NA,10108229,1988089,8120140,5475366,1289954,4185412,4632863,698135,3934728
"136",1931,"bengal",NA,NA,"british territory","presidency division",NA,NA,NA,"24 parganas",NA,NA,NA,NA,5257,27,3266,552533,142036,410497,NA,2713874,538609,2175265,1464953,340700,1124253,1248921,197909,1051012
"137",1931,"bengal",NA,NA,"british territory","presidency division",NA,NA,NA,"24 parganas","calcutta suburbs",NA,NA,NA,18,2,NA,12476,12476,NA,NA,63975,63975,NA,36983,36983,NA,26992,26992,NA
"138",1931,"bengal",NA,NA,"british territory","presidency division",NA,NA,NA,"calcutta",NA,NA,NA,NA,33,1,NA,210686,210686,NA,NA,1196734,1196734,NA,814948,814948,NA,381786,381786,NA
"139",1931,"bengal",NA,NA,"british territory","presidency division",NA,NA,NA,"nadia",NA,NA,NA,NA,2881,9,2401,337915,24313,313602,NA,1529632,104831,1424801,788885,54030,734855,740747,50801,689946
"140",1931,"bengal",NA,NA,"british territory","presidency division",NA,NA,NA,"murshidabad",NA,NA,NA,NA,2091,7,1829,287497,20023,267474,NA,1370677,91808,1278869,683483,47676,635807,687194,44132,643062
"141",1931,"bengal",NA,NA,"british territory","presidency division",NA,NA,NA,"jessore",NA,NA,NA,NA,2902,3,3593,337194,4262,332932,NA,1671164,20792,1650372,871446,12107,859339,799718,8685,791033
"142",1931,"bengal",NA,NA,"british territory","presidency division",NA,NA,NA,"khulna",NA,NA,NA,NA,4689,3,2149,272189,6808,265381,NA,1626148,35315,1590833,851651,20493,831158,774497,14822,759675
"143",1931,"bengal",NA,NA,"british territory","rajshahi division",NA,NA,NA,"total",NA,NA,NA,NA,19163,25,23527,2014969,61637,1953332,NA,10668066,294830,10373236,5549437,170098,5379339,5118629,124732,4993897
"144",1931,"bengal",NA,NA,"british territory","rajshahi division",NA,NA,NA,"rajshahi",NA,NA,NA,NA,2609,3,4615,297976,7580,290396,NA,1429018,38486,1390532,741295,21801,719494,687723,16685,671038
"145",1931,"bengal",NA,NA,"british territory","rajshahi division",NA,NA,NA,"dinajpur",NA,NA,NA,NA,3948,1,6577,329712,4093,325619,NA,1755432,19156,1736276,924092,11763,912329,831340,7393,823947
"146",1931,"bengal",NA,NA,"british territory","rajshahi division",NA,NA,NA,"jalpaiguri",NA,NA,NA,NA,2932,1,768,208712,3536,205176,NA,983357,18962,964395,533819,11995,521824,449538,6967,442571
"147",1931,"bengal",NA,NA,"british territory","rajshahi division",NA,NA,NA,"darjeeling",NA,NA,NA,NA,1212,6,531,71191,11205,59986,NA,319635,43479,276156,170131,25167,144964,149504,18312,131192
"148",1931,"bengal",NA,NA,"british territory","rajshahi division",NA,NA,NA,"rangpur",NA,NA,NA,NA,3496,7,4072,448082,12864,435218,NA,2594785,65766,2529019,1356594,40052,1316542,1238191,25714,1212477
"149",1931,"bengal",NA,NA,"british territory","rajshahi division",NA,NA,NA,"bogra",NA,NA,NA,NA,1384,2,2195,197547,3601,193946,NA,1086419,19098,1067321,557174,11017,546157,529245,8081,521164
"150",1931,"bengal",NA,NA,"british territory","rajshahi division",NA,NA,NA,"pabna",NA,NA,NA,NA,1818,2,2446,264073,10745,253328,NA,1445654,54371,1391283,739027,29951,709076,706627,24420,682207
"151",1931,"bengal",NA,NA,"british territory","rajshahi division",NA,NA,NA,"malda",NA,NA,NA,NA,1764,3,2323,197676,8013,189663,NA,1053766,35512,1018254,527305,18352,508953,526461,17160,509301
"152",1931,"bengal",NA,NA,"british territory","dacca division",NA,NA,NA,"total",NA,NA,NA,NA,14829,20,20166,2523946,79103,2444843,NA,13864104,429033,13435071,7122397,253113,6869284,6741707,175920,6565787
"153",1931,"bengal",NA,NA,"british territory","dacca division",NA,NA,NA,"dacca","total",NA,NA,NA,2713,2,5250,636869,28536,608333,NA,3432577,172707,3259870,1743517,100891,1642626,1689060,71816,1617244
"154",1931,"bengal",NA,NA,"british territory","dacca division",NA,NA,NA,"dacca","dacca city",NA,NA,NA,6,1,NA,20553,20553,NA,NA,138518,138518,NA,79365,79365,NA,59153,59153,NA
"155",1931,"bengal",NA,NA,"british territory","dacca division",NA,NA,NA,"mymensingh",NA,NA,NA,NA,6237,9,8317,871325,27001,844324,NA,5130262,139703,4990559,2667194,79856,2587338,2463068,59847,2403221
"156",1931,"bengal",NA,NA,"british territory","dacca division",NA,NA,NA,"faridpur",NA,NA,NA,NA,2356,3,3631,450462,9741,440721,NA,2362215,49514,2312701,1206348,28825,1177523,1155867,20689,1135178
"157",1931,"bengal",NA,NA,"british territory","dacca division",NA,NA,NA,"bakarganj",NA,NA,NA,NA,3523,6,2968,565290,13825,551465,NA,2939050,67109,2871941,1505338,43541,1461797,1433712,23568,1410144
"158",1931,"bengal",NA,NA,"british territory","chittagong division",NA,NA,NA,"total",NA,NA,NA,NA,11692,7,7304,1266414,30111,1236303,NA,6826414,156977,6669437,3441616,95834,3345782,3384798,61143,3323655
"159",1931,"bengal",NA,NA,"british territory","chittagong division",NA,NA,NA,"tippera",NA,NA,NA,NA,2597,3,4177,563140,14820,548320,NA,3109735,74865,3034870,1595640,43946,1551694,1514095,30919,1483176
"160",1931,"bengal",NA,NA,"british territory","chittagong division",NA,NA,NA,"noakhali",NA,NA,NA,NA,1518,2,1698,303474,4658,298816,NA,1706719,23938,1682781,858818,14197,844621,847901,9741,838160
"161",1931,"bengal",NA,NA,"british territory","chittagong division",NA,NA,NA,"chittagong",NA,NA,NA,NA,2570,2,1053,363616,10633,352983,NA,1797038,58174,1738864,872888,37691,835197,924150,20483,903667
"162",1931,"bengal",NA,NA,"british territory","chittagong division",NA,NA,NA,"chittagong hill tracts",NA,NA,NA,NA,5007,NA,376,36184,NA,36184,NA,212922,NA,212922,114270,NA,114270,98652,NA,98652
"163",1931,"bengal",NA,NA,"british territory","bengal states",NA,NA,NA,"total",NA,NA,NA,NA,5434,5,4582,189131,5538,183593,NA,973336,27610,945726,516162,16672,499490,457174,10938,446236
"164",1931,"bengal",NA,NA,"british territory","bengal states",NA,NA,NA,"cooch behar",NA,NA,NA,NA,1318,4,1200,116813,3926,112887,NA,590886,18030,572856,313230,11125,302105,277656,6905,270751
"165",1931,"bengal",NA,NA,"british territory","bengal states",NA,NA,NA,"tripura",NA,NA,NA,NA,4116,1,3382,72318,1612,70706,NA,382450,9580,372870,202932,5547,197385,179518,4033,175485
"166",1931,"sikkim",NA,NA,"british territory","total",NA,NA,NA,NA,NA,NA,NA,NA,2818,NA,367,27101,NA,27101,NA,109808,NA,109808,55825,NA,55825,53983,NA,53983
"167",1931,"bihar and orissa",NA,NA,"totalNA","total",NA,NA,NA,"total",NA,NA,NA,NA,111702,85,102780,8174899,352712,7822187,NA,42329583,1699552,40630031,21082,931795,20150765,21247023,767757,20479266
"168",1931,"bihar and orissa",NA,NA,"british territoryNA","total",NA,NA,NA,"total",NA,NA,NA,NA,83054,78,83402,7222758,341940,6880818,NA,37677576,1653837,36023739,18794138,908690,17885448,18883438,745147,18138291
"169",1931,"bihar and orissa",NA,NA,"british territoryNA","patna division",NA,NA,NA,"total",NA,NA,NA,NA,11154,21,13108,1162180,112575,1049605,NA,6228425,535560,5692865,3148866,294580,2854286,3079559,240980,2838579
"170",1931,"bihar and orissa",NA,NA,"british territoryNA","patna division",NA,NA,NA,"patna",NA,NA,NA,NA,2068,8,2315,334653,57318,277335,NA,1846474,281937,1564537,956124,156640,799484,890350,125297,765053
"171",1931,"bihar and orissa",NA,NA,"british territoryNA","patna division",NA,NA,NA,"gaya",NA,NA,NA,NA,4714,7,6058,452362,31293,421069,NA,2388462,135993,2252469,1193643,75789,1117854,1194819,60204,1134615
"172",1931,"bihar and orissa",NA,NA,"british territoryNA","patna division",NA,NA,NA,"shahabad",NA,NA,NA,NA,4372,6,4735,375165,23964,351201,NA,1993489,117630,1875859,999099,62151,936948,994390,55479,938911
"173",1931,"bihar and orissa",NA,NA,"british territoryNA","tirhut division",NA,NA,NA,"total",NA,NA,NA,NA,12598,15,14047,2007595,60710,1946885,NA,10739274,303025,10436249,5315811,165946,5149865,5423463,137079,5286384
"174",1931,"bihar and orissa",NA,NA,"british territoryNA","tirhut division",NA,NA,NA,"saran",NA,NA,NA,NA,2683,3,4305,463745,14334,449411,NA,2486468,70475,2415993,1220049,38202,1181847,1266419,32273,1234146
"175",1931,"bihar and orissa",NA,NA,"british territoryNA","tirhut division",NA,NA,NA,"champaran",NA,NA,NA,NA,3531,2,2548,385702,8453,377249,NA,2145687,45486,2100201,1080956,25185,1055771,1064731,20301,1044430
"176",1931,"bihar and orissa",NA,NA,"british territoryNA","tirhut division",NA,NA,NA,"muzaffarpur",NA,NA,NA,NA,3036,5,4059,555681,16739,538942,NA,2941025,82241,2858784,1443847,45917,1397930,1497178,36324,1460854
"177",1931,"bihar and orissa",NA,NA,"british territoryNA","tirhut division",NA,NA,NA,"darbhanga",NA,NA,NA,NA,3348,5,3135,602467,21184,581283,NA,3166094,104823,3061271,1570959,56642,1514317,1595135,48181,1546954
"178",1931,"bihar and orissa",NA,NA,"british territoryNA","bhagalpur",NA,NA,NA,"total",NA,NA,NA,NA,18583,17,20010,1626036,59516,1566520,NA,8759801,313532,8446269,4431983,172962,4259021,4327818,140570,4187248
"179",1931,"bihar and orissa",NA,NA,"british territoryNA","bhagalpur",NA,NA,NA,"monghyr",NA,NA,NA,NA,3927,6,2610,426591,24674,401917,NA,2287154,126008,2161146,1145797,66649,1079148,1141357,59359,1081998
"180",1931,"bihar and orissa",NA,NA,"british territoryNA","bhagalpur",NA,NA,NA,"bhagalpur",NA,NA,NA,NA,4226,2,3080,406446,14535,391911,NA,2234632,89080,2145552,1130584,49500,1081084,1104048,39580,1064468
"181",1931,"bihar and orissa",NA,NA,"british territoryNA","bhagalpur",NA,NA,NA,"purnea",NA,NA,NA,NA,4972,4,4160,401874,9942,391932,NA,2186543,46223,2140320,1129681,27799,1101882,1056862,18424,1038438
"182",1931,"bihar and orissa",NA,NA,"british territoryNA","bhagalpur",NA,NA,NA,"santal parganas",NA,NA,NA,NA,5458,5,10160,391125,10365,380760,NA,2051472,52221,1999251,1025921,29014,996907,1025551,23207,1002344
"183",1931,"bihar and orissa",NA,NA,"british territoryNA","orissa division",NA,NA,NA,"total",NA,NA,NA,NA,13706,9,15523,1134679,40805,1093874,NA,5306142,191429,5114713,2549251,102777,2446474,2756891,88652,2668239
"184",1931,"bihar and orissa",NA,NA,"british territoryNA","orissa division",NA,NA,NA,"cuttack",NA,NA,NA,NA,3654,3,5506,456507,17496,439011,NA,2176707,88556,2088151,1028134,47868,980266,1148573,40688,1107885
"185",1931,"bihar and orissa",NA,NA,"british territoryNA","orissa division",NA,NA,NA,"balasore",NA,NA,NA,NA,2055,2,3479,214945,8146,206799,NA,990600,36126,954474,480518,19076,461442,510082,17050,493032
"186",1931,"bihar and orissa",NA,NA,"british territoryNA","orissa division",NA,NA,NA,"angul",NA,NA,NA,NA,1681,NA,1608,49177,NA,49177,NA,222736,NA,222736,108925,NA,108925,113811,NA,113811
"187",1931,"bihar and orissa",NA,NA,"british territoryNA","orissa division",NA,NA,NA,"puri",NA,NA,NA,NA,2492,1,2987,213167,8191,204976,NA,1035154,37568,997586,500214,20703,479511,534940,16865,518075
"188",1931,"bihar and orissa",NA,NA,"british territoryNA","orissa division",NA,NA,NA,"sambalpur",NA,NA,NA,NA,3824,3,1943,200883,6972,193911,NA,880945,29179,851766,431460,15130,416330,449485,14049,435436
"189",1931,"bihar and orissa",NA,NA,"british territoryNA","chota nagpur division",NA,NA,NA,"total",NA,NA,NA,NA,27013,16,20714,1292268,68334,1223934,NA,6643934,310291,6333643,3348227,172425,3175802,3295707,137866,3157841
"190",1931,"bihar and orissa",NA,NA,"british territoryNA","chota nagpur division",NA,NA,NA,"hazaribagh",NA,NA,NA,NA,7021,3,6087,297372,8545,288827,NA,1517357,50857,1466500,751956,26337,725619,765401,24520,740881
"191",1931,"bihar and orissa",NA,NA,"british territoryNA","chota nagpur division",NA,NA,NA,"ranchi",NA,NA,NA,NA,7102,3,3838,288594,12097,276497,NA,1567149,64581,1502568,777063,34007,743056,790086,30574,759512
"192",1931,"bihar and orissa",NA,NA,"british territoryNA","chota nagpur division",NA,NA,NA,"palamau",NA,NA,NA,NA,4916,2,3134,154873,4957,149916,NA,818736,24025,794711,409778,12544,397234,408958,11481,397477
"193",1931,"bihar and orissa",NA,NA,"british territoryNA","chota nagpur division",NA,NA,NA,"manbhum",NA,NA,NA,NA,4095,4,4642,357180,10050,347130,NA,1810890,56393,1754497,940009,31394,908615,870881,24999,845882
"194",1931,"bihar and orissa",NA,NA,"british territoryNA","chota nagpur division",NA,NA,NA,"singhbhum",NA,NA,NA,NA,3879,4,3013,194249,32685,161564,NA,929802,114435,815367,469421,68143,401278,460381,46292,414089
"195",1931,"bihar and orissa","total","total","NAfeudatory states",NA,NA,NA,NA,NA,NA,NA,NA,NA,28648,7,19378,952141,10772,941369,NA,4652007,45715,4606292,2288422,23105,2265317,2363585,22610,2340975
"196",1931,"bihar and orissa","orissa states","total","NAfeudatory states",NA,NA,NA,NA,NA,NA,NA,NA,NA,28046,7,18706,914652,10772,903880,NA,4465385,45715,4419670,2196691,23105,2173586,2268694,22610,2246084
"197",1931,"bihar and orissa","orissa states","athgarh","NAfeudatory states",NA,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,187,11009,NA,11009,NA,50148,NA,50148,24843,NA,24843,25305,NA,25305
"198",1931,"bihar and orissa","orissa states","taleher","NAfeudatory states",NA,NA,NA,NA,NA,NA,NA,NA,NA,399,NA,281,14238,NA,14238,NA,69702,NA,69702,34674,NA,34674,35028,NA,35028
"199",1931,"bihar and orissa","orissa states","mayurbhanj","NAfeudatory states",NA,NA,NA,NA,NA,NA,NA,NA,NA,4243,1,3708,169674,1315,168359,NA,889603,6193,883410,442378,3513,438865,447225,2680,444545
"200",1931,"bihar and orissa","orissa states","nilgiri","NAfeudatory states",NA,NA,NA,NA,NA,NA,NA,NA,NA,278,NA,291,15362,NA,15362,NA,68594,NA,68594,34117,NA,34117,34477,NA,34477
"201",1931,"bihar and orissa","orissa states","keonjhar","NAfeudatory states",NA,NA,NA,NA,NA,NA,NA,NA,NA,3096,NA,1956,90417,NA,90417,NA,460609,NA,460609,227143,NA,227143,233466,NA,233466
"202",1931,"bihar and orissa","orissa states","pal lahara","NAfeudatory states",NA,NA,NA,NA,NA,NA,NA,NA,NA,452,NA,236,6217,NA,6217,NA,27974,NA,27974,13835,NA,13835,14139,NA,14139
